record	parliament_year	estate	annotation	most_probable_line	lev	wer	cer
data/1872/prot_1872_praster_II.xml	1872	praster	kriminella; den finske prokuratorns åsigt betyder emot desses	 kriminella; den finske prokuratorns åsigt betyder emot desses	0	0.0	0.0
data/1872/prot_1872_praster_II.xml	1872	praster	gällande författning angående urarfvagörelse af den 9 nov. 1868	 gällande författning angäende urarfvagörelse af den 9 nov. 1868	1	0.1111111119389534	0.0158730158730158
data/1872/ptk_1872_talonpojat_II.xml	1872	talonpojat	316, 326, 336, 337, 338, 339, 346, 351, 360, 366, 367, 381	 316, 326, 336, 337, 338, 339, 346, 351, 360, 366, 367, 381	0	0.0	0.0
data/1872/ptk_1872_talonpojat_II.xml	1872	talonpojat	697, 704, 709, 714, 718, 726, 732, 739, 745, 751, 771, 772,	 697, 704, 709, 714, 718, 726, 732, 739, 745, 751, 771, 772,	0	0.0	0.0
data/1872/ptk_1872_talonpojat_II.xml	1872	talonpojat	————— valittu jäseneksi kunnallishallitus-valiokuntaan. I. 20.	smies. valittu jäseneksi kunnallishallitus-valiokuntaan. I. 20.	6	0.1666666716337204	0.0967741935483871
data/1872/ptk_1872_talonpojat_II.xml	1872	talonpojat	————— niiden tilan parantamisesta kts. anom. ehd. n:o 27	parit: niiden tilan parantamisesta kts. anom. ehd. n:o 27	6	0.1111111119389534	0.1071428571428571
data/1872/ptk_1872_talonpojat_II.xml	1872	talonpojat	————— helpoituksista niiden perinnöksi lunastamisessa, kts. anom. ehd.	maat: helpoituksista niiden perinnöksi lunastamisessa, kts. anom. ehd. 	5	0.125	0.0714285714285714
data/1872/ptk_1872_talonpojat_II.xml	1872	talonpojat	————— sen asettamisesta Jyväskylään, kts. anom. ehd. n:o 24,	asto: sen asettamisesta Jyväskylään, kts. anom. ehd. n:o 24. 	6	0.2222222238779068	0.1
data/1872/ptk_1872_talonpojat_I.xml	1872	talonpojat	verojakaan tarvitsisi koroittaa. — Viimeksi tahtoi puhuja edus-	averojakaan tarvitsisi koroittaa. — Viimeksi tahtoi puhuja edusm	2	0.25	0.0317460317460317
data/1872/ptk_1872_talonpojat_I.xml	1872	talonpojat	Edusmies Puhakka piti hoitolaitosta kyllä tarpeellisena,	 Edusmies Puhakka piti hoitolaitosta kyllä tarpeellisena,	0	0.0	0.0
data/1872/ptk_1872_talonpojat_I.xml	1872	talonpojat	Landtdagsmannen Rosendal anhöll att få erinra derom,	 Landtdagsmannen Rosendal anhöll att fä erinra derom,	1	0.1428571492433548	0.0192307692307692
data/1877-1878/prot_1877-1878_borgare_III.xml	1877-1878	borgare	§ 1.	 S 1.	1	0.5	0.25
data/1877-1878/prot_1877-1878_borgare_III.xml	1877-1878	borgare	nad emellan kommunen och församlingen. Församlingen är dock	nad emellan kommunen och församlingen. Församlingen är dock 	0	0.0	0.0
